Rank,Name,Frequency,Year
787,Kenneth,131,1951
788,Nicholas,131,1989
789,Robert,131,1983
790,Timothy,131,1959
791,Andrew,130,1990
792,Charles,130,1951
793,James,130,1985
794,John,130,1986
795,Kenneth,130,1945
796,Kevin,130,1969
797,Kevin,130,1971
798,Mark,130,1975
799,Matthew,130,1977
800,Wayne,130,1949
801,Daniel,129,1963
802,David,129,1986
803,George,129,1955
804,Kenneth,129,1950
805,Kenneth,129,1960
806,Kyle,129,1986
807,Peter,129,1956
808,Richard,129,1965
809,Thomas,129,1948
810,Thomas,129,1957
811,Charles,128,1953
812,Charles,128,1956
813,Kenneth,128,1962
814,Paul,128,1951
815,Thomas,128,1949
816,Brian,127,1967
817,Daniel,127,1984
818,George,127,1956
819,Kyle,127,1992
820,Ronald,127,1933
821,Ronald,127,1964
822,Scott,127,1969
823,Stephen,127,1967
824,Thomas,127,1945
825,Adam,126,1979
826,Christopher,126,1992
827,Jason,126,1971
828,Jonathan,126,1982
829,Justin,126,1991
830,Kenneth,126,1942
831,Mark,126,1979
832,Stephen,126,1951
833,Stephen,126,1969
834,Timothy,126,1962
835,Andrew,125,1982
836,Charles,125,1930
837,Daniel,125,1989
838,Donald,125,1965
839,Justin,125,1985
840,Kenneth,125,1953
841,Ronald,125,1951
842,Scott,125,1968
843,Scott,125,1972
844,Timothy,125,1963
845,Timothy,125,1964
846,Charles,124,1950
847,Charles,124,1952
848,John,124,1984
849,Joshua,124,1990
850,Michael,124,1993
851,Paul,124,1947
852,Peter,124,1965
853,Brian,123,1948
854,Brian,123,1966
855,Gary,123,1944
856,Gerald,123,1931
857,Harold,123,1926
858,Jonathan,123,1981
859,Jordan,123,1991
860,Richard,123,1944
861,Robert,123,1985
862,Tyler,123,1995
863,David,122,1985
864,Gerald,122,1943
865,James,122,1987
866,Jordan,122,1990
867,Matthew,122,1995
868,Matthew,122,1998
869,Nicholas,122,1996
870,Robert,122,1984
871,Ronald,122,1960
872,Stephen,122,1970
873,Wayne,122,1943
874,Adam,121,1987
875,Andrew,121,1981
876,Daniel,121,1988
877,Gary,121,1958
878,Harold,121,1920
879,Michael,121,1945
880,Nicholas,121,1979
881,Timothy,121,1966
882,Douglas,120,1954
883,Gerald,120,1937
884,Gerald,120,1942
885,Jonathan,120,1983
886,Paul,120,1949
887,Richard,120,1945
888,Scott,120,1974
889,Thomas,120,1941
890,Andrew,119,1991
891,Gerald,119,1930
892,James,119,1990
893,Joseph,119,1970
894,Michael,119,1946
895,Peter,119,1954
896,Richard,119,1948
897,Thomas,119,1950
898,Wayne,119,1954
899,William,119,1971
900,Andrew,118,1977
901,Christopher,118,1963
902,Christopher,118,1993
903,Daniel,118,1964
904,David,118,1937
905,David,118,1989
906,Douglas,118,1946
907,Gerald,118,1947
908,Gregory,118,1963
909,Jason,118,1984
910,Kyle,118,1994
911,Robert,118,1979
912,Ronald,118,1962
913,Ryan,118,1994
914,Wayne,118,1955
915,Gerald,117,1948
916,Gregory,117,1957
917,Joshua,117,1985
918,Justin,117,1986
919,Andrew,116,1978
920,Christopher,116,1966
921,David,116,1987
922,Gerald,116,1949
923,Justin,116,1992
924,Paul,116,1946
925,Richard,116,1966
926,Tyler,116,1993
927,Christopher,115,1965
928,Douglas,115,1953
929,Gerald,115,1945
930,Harold,115,1923
931,James,115,1986
932,Joseph,115,1978
933,Joseph,115,1980
934,Mark,115,1983
935,Matthew,115,1997
936,Paul,115,1945
937,Ronald,115,1937
938,Scott,115,1975
939,Thomas,115,1944
940,Thomas,115,1958
941,Tyler,115,1992
942,William,115,1969
943,Christopher,114,1960
944,Douglas,114,1949
945,Gerald,114,1944
946,Jonathan,114,1985
947,Kyle,114,1993
948,Matthew,114,1999
949,William,114,1973
950,Arthur,113,1922
951,Daniel,113,1952
952,Gerald,113,1938
953,Gerald,113,1940
954,Joseph,113,1985
955,Mark,113,1966
956,Nicholas,113,1999
957,Ronald,113,1932
958,Timothy,113,1965
959,Arthur,112,1921
960,Daniel,112,1965
961,Daniel,112,1979
962,Douglas,112,1959
963,Gordon,112,1942
964,John,112,1989
965,Justin,112,1984
966,Nicholas,112,1982
967,Thomas,112,1960
968,Wayne,112,1942
969,Alexander,111,1992
970,Arthur,111,1920
971,James,111,1988
972,James,111,1989
973,Justin,111,1993
974,Kenneth,111,1965
975,Kevin,111,1975
976,Robert,111,1982
977,Scott,111,1973
978,Thomas,111,1947
979,Timothy,111,1967
980,Wayne,111,1951
981,Andrew,110,1976
982,Brian,110,1965
983,David,110,1936
984,Joseph,110,1979
985,Nicholas,110,1988
986,Peter,110,1952
987,Ronald,110,1930
988,Ryan,110,1995
989,Alexander,109,1994
990,Daniel,109,1968
991,Darren,109,1968
992,Harold,109,1921
993,Jonathan,109,1980
994,Jonathan,109,1986
995,Joshua,109,1988
996,Kenneth,109,1938
997,Nicholas,109,1995
998,Paul,109,1948
999,Richard,109,1968
1000,Wayne,109,1952
1001,Charles,108,1959
1002,Daniel,108,1991
1003,Douglas,108,1948
1004,Gerald,108,1927
1005,Peter,108,1950
1006,Ryan,108,1996
1007,Stephen,108,1950
1008,Thomas,108,1942
1009,Gerald,107,1936
1010,Gregory,107,1962
1011,Harold,107,1922
1012,Harold,107,1924
1013,Jonathan,107,1984
1014,Joshua,107,1984
1015,Kevin,107,1974
1016,Nicholas,107,1993
1017,Ryan,107,1980
1018,Timothy,107,1968
1019,Wayne,107,1958
1020,Brian,106,1968
1021,Daniel,106,1987
1022,Ethan,106,2002
1023,Gerald,106,1929
1024,Kenneth,106,1937
1025,Paul,106,1973
1026,Adam,105,1986
1027,Alexander,105,1993
1028,Andrew,105,1980
1029,Douglas,105,1942
1030,Douglas,105,1943
1031,Douglas,105,1947
1032,Gerald,105,1924
1033,Joseph,105,1969
1034,Joshua,105,1992
1035,Justin,105,1994
1036,Kyle,105,1985
1037,Mark,105,1980
1038,Michael,105,1944
1039,Nicholas,105,1986
1040,Nicholas,105,1997
1041,Peter,105,1968
1042,Ryan,105,1997
1043,Ryan,105,1998
1044,Scott,105,1966
1045,Andrew,104,1992
1046,Arthur,104,1927
1047,Craig,104,1970
1048,Daniel,104,1981
1049,Mark,104,1977
1050,Nicholas,104,1991
1051,Ronald,104,1939
1052,Andrew,103,1970
1053,Christopher,103,1964
1054,Craig,103,1971
1055,Gordon,103,1944
1056,Gregory,103,1964
1057,Jeffrey,103,1967
1058,Joseph,103,1976
1059,Joshua,103,1987
1060,Peter,103,1966
1061,Richard,103,1943
1062,Arthur,102,1925
1063,Darren,102,1969
1064,Harold,102,1927
1065,Joshua,102,1989
1066,Joshua,102,1993
1067,Kenneth,102,1941
1068,Nicholas,102,1984
1069,Nicholas,102,1992
1070,Peter,102,1951
1071,Ronald,102,1940
1072,Ryan,102,1979
1073,Scott,102,1976
1074,Thomas,102,1920
1075,Daniel,101,1967
1076,Gerald,101,1935
1077,Joseph,101,1968
1078,Matthew,101,1975
1079,Paul,101,1972
1080,Richard,101,1970
1081,Stephen,101,1973
1082,Brian,100,1971
1083,Daniel,100,1980
1084,Daniel,100,1983
1085,Douglas,100,1934
1086,Edward,100,1942
1087,Gerald,100,1934
1088,Jeffrey,100,1976
1089,Jordan,100,1992
1090,Joseph,100,1983
1091,Joseph,100,1986
1092,Kevin,100,1972
1093,Robert,100,1986
1094,Stephen,100,1971
1095,Stephen,100,1972
1096,Tyler,100,1994
1097,Andrew,99,1966
1098,Arthur,99,1938
1099,Donald,99,1967
1100,Edward,99,1936
1101,Gerald,99,1941
1102,Joseph,99,1972
1103,Michael,99,1994
1104,Richard,99,1942
1105,Alexander,98,1991
1106,Gerald,98,1928
1107,Harold,98,1928
1108,Richard,98,1969
1109,Ryan,98,1999
1110,Stephen,98,1976
1111,William,98,1974
1112,Adam,97,1978
1113,Arthur,97,1926
1114,Daniel,97,1946
1115,Daniel,97,1966
1116,Daniel,97,1977
1117,David,97,1988
1118,Ethan,97,2003
1119,Jonathan,97,1987
1120,Joseph,97,1984
1121,Michael,97,1943
1122,Alexander,96,1996
1123,Ethan,96,2004
1124,Gerald,96,1926
1125,Gerald,96,1933
1126,Jacob,96,2000
1127,Jeffrey,96,1983
1128,John,96,1990
1129,Jonathan,96,1988
1130,Joseph,96,1987
1131,Joshua,96,1986
1132,Mark,96,1967
1133,Nicholas,96,1987
1134,Peter,96,1970
1135,Richard,96,1971
1136,Shawn,96,1971
1137,Stephen,96,1975
1138,Trevor,96,1972
1139,Tyler,96,1991
1140,William,96,1977
1141,Alexander,95,1995
1142,Andrew,95,1975
1143,Brandon,95,1991
1144,Jacob,95,2001
1145,James,95,1992
1146,Justin,95,1983
1147,Richard,95,1967
1148,Robert,95,1991
1149,Thomas,95,1937
1150,Daniel,94,1982
1151,David,94,1990
1152,Douglas,94,1944
1153,Harold,94,1925
1154,Jacob,94,1999
1155,John,94,1987
1156,Mark,94,1982
1157,Michael,94,1996
1158,Robert,94,1990
1159,Thomas,94,1922
1160,Thomas,94,1943
1161,William,94,1975
1162,Christopher,93,1994
1163,Cody,93,1994
1164,Donald,93,1969
1165,Douglas,93,1938
1166,Dylan,93,1997
1167,Jacob,93,1998
1168,James,93,1991
1169,Jeffrey,93,1970
1170,Jeffrey,93,1975
1171,Jeffrey,93,1985
1172,Kenneth,93,1933
1173,Mark,93,1981
1174,Nicholas,93,1983
1175,Nicholas,93,1994
1176,Peter,93,1945
1177,Richard,93,1975
1178,Stephen,93,1974
1179,Thomas,93,1946
1180,Adam,92,1988
1181,Donald,92,1968
1182,Douglas,92,1945
1183,John,92,1988
1184,Kenneth,92,1936
1185,Nicholas,92,1985
1186,Nicholas,92,2000
1187,Shawn,92,1973
1188,Thomas,92,1967
1189,William,92,1979
1190,Brian,91,1969
1191,Ethan,91,2009
1192,Gordon,91,1940
1193,Harold,91,1932
1194,Jeffrey,91,1972
1195,Kenneth,91,1931
1196,Kyle,91,1995
1197,Matthew,91,1976
1198,Paul,91,1942
1199,Peter,91,1969
1200,Stephen,91,1983
1201,Trevor,91,1974
1202,Andrew,90,1973
1203,Andrew,90,1993
1204,David,90,1991
1205,Donald,90,1972
1206,Edward,90,1931
1207,Gerald,90,1921
1208,Gerald,90,1923
1209,Gordon,90,1943
1210,Jacob,90,1997
1211,Joseph,90,1971
1212,Mark,90,1984
1213,Nicholas,90,1990
1214,Peter,90,1971
1215,Peter,90,1973
1216,Ryan,90,1978
1217,Shawn,90,1977
1218,Steven,90,1969
1219,Timothy,90,1969
1220,Timothy,90,1971
1221,Tyler,90,1996
1222,Daniel,89,1973
1223,Gerald,89,1925
1224,Jordan,89,1993
1225,Joseph,89,1982
1226,Kenneth,89,1930
1227,Michael,89,1995
1228,Paul,89,1944
1229,Robert,89,1988
1230,Steven,89,1970
1231,William,89,1976
1232,Daniel,88,1990
1233,Edward,88,1938
1234,Jason,88,1986
1235,Jordan,88,1994
1236,Joshua,88,1994
1237,Kevin,88,1976
1238,Kyle,88,1997
1239,Nicholas,88,1981
1240,Paul,88,1975
1241,Peter,88,1972
1242,Stephen,88,1978
1243,Thomas,88,1935
1244,Brandon,87,1990
1245,Brian,87,1973
1246,Daniel,87,1974
1247,Daniel,87,1978
