Rank,Name,Frequency,Year
6,Thomas,575,2009
7,Oliver,557,2009
8,Noah,545,2009
9,Ethan,512,2009
10,Riley,504,2009
11,James,502,2009
12,Lucas,496,2009
13,Samuel,476,2009
14,Benjamin,462,2009
15,Daniel,427,2009
16,Liam,409,2009
17,Max,401,2009
18,Alexander,391,2009
19,Ryan,381,2009
20,Jacob,379,2009
21,Isaac,356,2009
22,Matthew,350,2009
23,Jayden,334,2009
24,Charlie,311,2009
25,Tyler,301,2009
26,Luke,294,2009
27,Jake,281,2009
28,Nicholas,280,2009
29,Harry,279,2009
30,Xavier,277,2009
31,Oscar,273,2009
32,Dylan,254,2009
33,Jackson,254,2009
34,Harrison,248,2009
35,Aiden,243,2009
36,Michael,240,2009
37,Levi,222,2009
38,Connor,220,2009
39,Zachary,220,2009
40,Bailey,218,2009
41,Blake,218,2009
42,Logan,218,2009
43,Christian,214,2009
44,Hayden,207,2009
45,Joseph,203,2009
46,Archie,202,2009
47,Jordan,197,2009
48,Adam,194,2009
49,Angus,192,2009
50,Henry,191,2009
51,Ashton,190,2009
52,Cameron,186,2009
53,Nathan,182,2009
54,Elijah,178,2009
55,Nate,176,2009
56,Aidan,172,2009
57,Kai,170,2009
58,Caleb,169,2009
59,Mitchell,167,2009
60,Gabriel,165,2009
61,Callum,162,2009
62,Marcus,161,2009
63,Alex,160,2009
64,Anthony,160,2009
65,Patrick,160,2009
66,Hunter,159,2009
67,Andrew,158,2009
68,Sebastian,157,2009
69,Toby,155,2009
70,Hamish,153,2009
71,Luca,153,2009
72,Jett,147,2009
73,Zac,146,2009
74,George,144,2009
75,Charles,141,2009
76,Ali,139,2009
77,Edward,138,2009
78,Jesse,137,2009
79,Beau,135,2009
80,Finn,134,2009
81,Joel,133,2009
82,Christopher,127,2009
83,Declan,127,2009
84,Owen,126,2009
85,Lincoln,125,2009
86,Seth,123,2009
87,David,122,2009
88,Aaron,117,2009
89,Cody,117,2009
90,Justin,117,2009
91,Eli,112,2009
92,Hugo,111,2009
93,John,111,2009
94,Leo,110,2009
95,Koby,109,2009
96,Mason,109,2009
97,Jasper,108,2009
98,Jonathan,108,2009
99,Rhys,103,2009
100,Brock,102,2009
1,Jack,775,2008
2,William,761,2008
3,Lachlan,678,2008
4,Joshua,643,2008
5,Cooper,622,2008
6,Riley,574,2008
7,Thomas,550,2008
8,Oliver,547,2008
9,James,531,2008
10,Benjamin,524,2008
11,Ethan,523,2008
12,Daniel,472,2008
13,Noah,459,2008
14,Samuel,448,2008
15,Liam,431,2008
16,Ryan,425,2008
17,Alexander,423,2008
18,Jayden,394,2008
19,Max,382,2008
20,Jacob,379,2008
21,Lucas,369,2008
22,Matthew,360,2008
23,Isaac,356,2008
24,Nicholas,335,2008
25,Luke,319,2008
26,Charlie,306,2008
27,Harrison,300,2008
28,Tyler,299,2008
29,Dylan,298,2008
30,Jake,286,2008
31,Jackson,284,2008
32,Harry,263,2008
33,Oscar,251,2008
34,Bailey,242,2008
35,Angus,240,2008
36,Joseph,236,2008
37,Adam,235,2008
38,Michael,231,2008
39,Nathan,226,2008
40,Hayden,222,2008
41,Blake,217,2008
42,Henry,214,2008
43,Christian,212,2008
44,Logan,210,2008
45,Connor,204,2008
46,Cameron,202,2008
47,Jordan,195,2008
48,Aiden,192,2008
49,Mitchell,192,2008
50,Aidan,182,2008
51,Ashton,182,2008
52,Archie,181,2008
53,Patrick,179,2008
54,Zachary,179,2008
55,Anthony,173,2008
56,Sebastian,169,2008
57,Xavier,165,2008
58,Toby,164,2008
59,Andrew,163,2008
60,Kai,163,2008
61,Cody,158,2008
62,Hunter,157,2008
63,Marcus,156,2008
64,George,151,2008
65,David,150,2008
66,Levi,150,2008
67,Caleb,149,2008
68,Jesse,147,2008
69,Hamish,143,2008
70,Charles,141,2008
71,Christopher,141,2008
72,Aaron,140,2008
73,Alex,138,2008
74,Jonathan,130,2008
75,Callum,127,2008
76,Finn,127,2008
77,Luca,126,2008
78,Seth,125,2008
79,Tristan,125,2008
80,Joel,123,2008
81,Gabriel,122,2008
82,Ali,121,2008
83,John,121,2008
84,Koby,121,2008
85,Zac,119,2008
86,Elijah,118,2008
87,Beau,116,2008
88,Nate,116,2008
89,Flynn,112,2008
90,Jai,112,2008
91,Taj,112,2008
92,Brodie,111,2008
93,Dominic,108,2008
94,Sam,108,2008
95,Jeremy,107,2008
96,Zane,107,2008
97,Darcy,106,2008
98,Jett,106,2008
99,Mason,106,2008
100,Edward,105,2008
1,Jack,846,2007
2,William,763,2007
3,Joshua,713,2007
4,Lachlan,678,2007
5,Thomas,657,2007
6,Cooper,575,2007
7,Riley,575,2007
8,James,532,2007
9,Noah,513,2007
10,Daniel,511,2007
11,Ethan,501,2007
12,Ryan,500,2007
13,Oliver,493,2007
14,Samuel,493,2007
15,Benjamin,430,2007
16,Lucas,425,2007
17,Matthew,422,2007
18,Liam,418,2007
19,Jayden,416,2007
20,Alexander,407,2007
21,Jacob,407,2007
22,Luke,390,2007
23,Nicholas,377,2007
24,Harrison,335,2007
25,Isaac,309,2007
26,Max,308,2007
27,Jackson,301,2007
28,Charlie,298,2007
29,Dylan,291,2007
30,Jake,289,2007
31,Bailey,276,2007
32,Blake,273,2007
33,Harry,273,2007
34,Christian,258,2007
35,Michael,256,2007
36,Tyler,251,2007
37,Adam,250,2007
38,Oscar,241,2007
39,Cameron,227,2007
40,Nathan,227,2007
41,Joseph,225,2007
42,Logan,225,2007
43,Patrick,220,2007
44,Hayden,219,2007
45,Zachary,217,2007
46,Angus,205,2007
47,Jordan,200,2007
48,Anthony,196,2007
49,Christopher,190,2007
50,Andrew,189,2007
51,Mitchell,189,2007
52,Henry,186,2007
53,Aidan,182,2007
54,Toby,178,2007
55,Alex,176,2007
56,Connor,175,2007
57,Xavier,174,2007
58,Ashton,168,2007
59,Sebastian,165,2007
60,Cody,157,2007
61,Marcus,151,2007
62,Aiden,150,2007
63,Hunter,149,2007
64,Seth,147,2007
65,John,145,2007
66,Jonathan,142,2007
67,Charles,141,2007
68,Caleb,139,2007
69,Jesse,139,2007
70,Joel,139,2007
71,Callum,136,2007
72,Mason,136,2007
73,George,135,2007
74,Kai,135,2007
75,Zac,133,2007
76,David,130,2007
77,Ali,128,2007
78,Brock,126,2007
79,Hamish,126,2007
80,Elijah,125,2007
81,Aaron,124,2007
82,Brodie,124,2007
83,Luca,124,2007
84,Dominic,123,2007
85,Sean,122,2007
86,Archie,120,2007
87,Finn,119,2007
88,Justin,119,2007
89,Brayden,118,2007
90,Darcy,118,2007
91,Owen,116,2007
92,Levi,114,2007
93,Taj,113,2007
94,Dean,112,2007
95,Jett,110,2007
96,Jai,109,2007
97,Tristan,109,2007
98,Sam,106,2007
99,Beau,103,2007
100,Jamie,103,2007
1,Jack,839,2006
2,Joshua,770,2006
3,Lachlan,731,2006
4,William,730,2006
5,Thomas,664,2006
6,James,641,2006
7,Daniel,519,2006
8,Noah,509,2006
9,Ethan,497,2006
10,Ryan,493,2006
11,Benjamin,477,2006
12,Cooper,473,2006
13,Samuel,459,2006
14,Matthew,451,2006
15,Liam,439,2006
16,Alexander,434,2006
17,Luke,409,2006
18,Oliver,407,2006
19,Jacob,401,2006
20,Nicholas,399,2006
21,Riley,398,2006
22,Harrison,354,2006
23,Lucas,342,2006
24,Jake,336,2006
25,Jayden,333,2006
26,Dylan,320,2006
27,Max,310,2006
28,Bailey,301,2006
29,Isaac,287,2006
30,Charlie,285,2006
31,Adam,277,2006
32,Harry,267,2006
33,Cameron,259,2006
34,Christian,257,2006
35,Tyler,255,2006
36,Blake,253,2006
37,Joseph,249,2006
38,Michael,248,2006
39,Jackson,244,2006
40,Jordan,242,2006
41,Nathan,242,2006
42,Mitchell,234,2006
43,Zachary,228,2006
44,Connor,224,2006
45,Angus,221,2006
46,Oscar,220,2006
47,Hayden,207,2006
48,Jesse,204,2006
49,Patrick,199,2006
50,Logan,194,2006
51,Anthony,193,2006
52,Toby,190,2006
53,Andrew,187,2006
54,Sebastian,184,2006
55,Christopher,183,2006
56,Caleb,178,2006
57,Marcus,174,2006
58,Joel,160,2006
59,Alex,158,2006
60,Aidan,156,2006
61,Aiden,153,2006
62,Kai,149,2006
63,Seth,148,2006
64,David,146,2006
65,Henry,144,2006
66,Ashton,143,2006
67,Justin,143,2006
68,Charles,142,2006
69,Jonathan,141,2006
70,Brodie,139,2006
71,Sean,139,2006
72,Callum,137,2006
73,Hamish,137,2006
74,Cody,136,2006
75,George,135,2006
76,Hunter,134,2006
77,Brayden,132,2006
78,Dominic,132,2006
79,Luca,132,2006
80,John,130,2006
81,Xavier,128,2006
82,Aaron,127,2006
83,Peter,126,2006
84,Darcy,123,2006
85,Jeremy,118,2006
86,Beau,115,2006
87,Zac,113,2006
88,Brock,112,2006
89,Jamie,111,2006
90,Ali,109,2006
91,Sam,109,2006
92,Jai,108,2006
93,Elijah,106,2006
94,Tristan,106,2006
95,Zane,105,2006
96,Mason,103,2006
97,Owen,102,2006
98,Flynn,101,2006
99,Rhys,101,2006
100,Levi,100,2006
1,Jack,951,2005
2,Lachlan,781,2005
3,William,740,2005
4,Joshua,734,2005
5,Thomas,700,2005
6,James,606,2005
7,Daniel,552,2005
8,Ryan,552,2005
9,Ethan,505,2005
10,Matthew,505,2005
11,Samuel,495,2005
12,Luke,472,2005
13,Nicholas,467,2005
14,Benjamin,466,2005
15,Liam,466,2005
16,Noah,466,2005
17,Jacob,441,2005
18,Alexander,431,2005
19,Dylan,405,2005
20,Riley,379,2005
21,Cooper,362,2005
22,Oliver,359,2005
23,Jayden,338,2005
24,Harrison,323,2005
25,Jake,312,2005
26,Max,310,2005
27,Bailey,307,2005
28,Connor,286,2005
29,Jordan,279,2005
30,Blake,276,2005
31,Michael,276,2005
32,Joseph,275,2005
33,Adam,267,2005
34,Zachary,263,2005
35,Isaac,254,2005
36,Nathan,254,2005
37,Mitchell,248,2005
38,Jackson,238,2005
39,Charlie,237,2005
40,Patrick,225,2005
41,Hayden,218,2005
42,Cameron,217,2005
43,Anthony,215,2005
44,Oscar,215,2005
45,Angus,212,2005
46,Harry,212,2005
47,Logan,211,2005
48,Tyler,211,2005
49,Andrew,202,2005
50,Christian,191,2005
51,Caleb,184,2005
52,Lucas,184,2005
53,Alex,172,2005
54,Christopher,170,2005
55,Joel,165,2005
56,Jesse,164,2005
57,Sebastian,162,2005
58,Aidan,161,2005
59,Brayden,151,2005
60,Aaron,148,2005
61,Aiden,148,2005
62,Cody,140,2005
63,Dominic,140,2005
64,Henry,140,2005
65,Marcus,136,2005
66,Justin,135,2005
67,George,134,2005
68,Toby,133,2005
69,Ashton,132,2005
70,John,128,2005
71,David,127,2005
72,Mason,127,2005
73,Callum,126,2005
74,Ali,125,2005
75,Declan,124,2005
76,Seth,122,2005
77,Xavier,122,2005
78,Timothy,117,2005
79,Peter,116,2005
80,Zac,116,2005
81,Kyle,115,2005
82,Elijah,114,2005
83,Jonathan,114,2005
84,Jett,113,2005
85,Kai,110,2005
86,Finn,109,2005
87,Jai,109,2005
88,Zane,109,2005
89,Charles,107,2005
90,Luca,107,2005
91,Jason,106,2005
92,Sam,105,2005
93,Brandon,103,2005
94,Hunter,102,2005
95,Darcy,100,2005
96,Kye,99,2005
97,Owen,99,2005
98,Hamish,97,2005
99,Sean,97,2005
100,Gabriel,95,2005
1,Jack,837,2004
2,Joshua,795,2004
3,Lachlan,759,2004
4,Thomas,735,2004
5,William,659,2004
6,James,600,2004
7,Ethan,580,2004
8,Ryan,551,2004
9,Daniel,545,2004
10,Samuel,535,2004
11,Nicholas,500,2004
12,Luke,487,2004
13,Matthew,480,2004
14,Benjamin,463,2004
15,Liam,456,2004
16,Jacob,440,2004
17,Alexander,407,2004
18,Dylan,383,2004
19,Riley,383,2004
20,Jake,351,2004
21,Jayden,343,2004
22,Harrison,326,2004
23,Bailey,323,2004
24,Cooper,321,2004
25,Oliver,320,2004
26,Connor,307,2004
27,Nathan,302,2004
28,Michael,297,2004
29,Max,294,2004
30,Noah,290,2004
31,Jordan,275,2004
32,Jackson,264,2004
33,Blake,260,2004
34,Zachary,260,2004
35,Isaac,257,2004
36,Joseph,239,2004
37,Cameron,235,2004
38,Harry,229,2004
39,Adam,221,2004
40,Patrick,221,2004
41,Hayden,206,2004
42,Oscar,206,2004
43,Joel,204,2004
44,Angus,203,2004
45,Andrew,199,2004
46,Mitchell,199,2004
47,Anthony,195,2004
48,Tyler,184,2004
49,Aaron,178,2004
50,Christopher,174,2004
51,Caleb,172,2004
52,Charlie,172,2004
53,Sebastian,163,2004
54,Logan,158,2004
55,Cody,157,2004
56,Jesse,153,2004
57,Alex,150,2004
58,Christian,147,2004
59,Ashton,146,2004
60,Callum,141,2004
61,David,141,2004
62,Justin,140,2004
63,Aidan,139,2004
64,George,137,2004
65,Aiden,135,2004
66,Zac,134,2004
67,Lucas,133,2004
68,Hamish,132,2004
69,Peter,132,2004
70,John,131,2004
71,Marcus,128,2004
72,Henry,126,2004
73,Flynn,125,2004
74,Brandon,123,2004
75,Brock,122,2004
76,Brayden,121,2004
77,Edward,117,2004
78,Charles,116,2004
79,Jason,116,2004
80,Kyle,116,2004
81,Jeremy,112,2004
82,Declan,111,2004
83,Jonathan,111,2004
84,Dominic,107,2004
85,Ali,106,2004
86,Corey,105,2004
87,Elijah,105,2004
88,Toby,105,2004
89,Xavier,103,2004
90,Gabriel,100,2004
91,Zane,100,2004
92,Brendan,98,2004
93,Sam,98,2004
94,Darcy,97,2004
95,Jamie,96,2004
96,Jai,95,2004
97,Levi,94,2004
98,Timothy,94,2004
99,Ben,93,2004
100,Beau,92,2004
1,Jack,889,2003
2,Joshua,859,2003
3,Lachlan,764,2003
4,Thomas,694,2003
5,William,678,2003
6,James,644,2003
7,Daniel,626,2003
8,Ethan,625,2003
9,Benjamin,582,2003
10,Samuel,552,2003
11,Matthew,544,2003
12,Nicholas,530,2003
13,Luke,500,2003
14,Liam,496,2003
15,Ryan,479,2003
16,Dylan,442,2003
17,Jacob,439,2003
18,Jayden,400,2003
19,Jordan,394,2003
20,Alexander,387,2003
21,Harrison,346,2003
22,Riley,342,2003
23,Connor,334,2003
24,Mitchell,314,2003
25,Jake,306,2003
26,Michael,306,2003
27,Max,301,2003
28,Bailey,298,2003
29,Jackson,297,2003
30,Adam,294,2003
31,Cameron,285,2003
32,Noah,284,2003
33,Cooper,271,2003
34,Nathan,264,2003
35,Blake,263,2003
36,Oliver,261,2003
37,Joseph,255,2003
38,Zachary,255,2003
39,Patrick,253,2003
40,Andrew,234,2003
41,Angus,233,2003
42,Hayden,232,2003
43,Christopher,229,2003
44,Harry,210,2003
45,Anthony,209,2003
46,Isaac,201,2003
47,Joel,201,2003
48,Tyler,185,2003
49,Sebastian,184,2003
50,Aaron,182,2003
51,Oscar,181,2003
52,Caleb,173,2003
53,Logan,166,2003
54,Aidan,163,2003
55,Kyle,158,2003
56,Alex,153,2003
57,John,153,2003
58,Brandon,149,2003
59,Christian,147,2003
60,Peter,145,2003
61,Callum,143,2003
62,Justin,143,2003
63,Charlie,142,2003
64,Jesse,142,2003
65,Lucas,142,2003
66,David,138,2003
67,Cody,133,2003
68,Marcus,133,2003
69,Brock,131,2003
70,George,128,2003
71,Declan,126,2003
72,Jonathan,126,2003
73,Hamish,125,2003
74,Aiden,120,2003
75,Ali,118,2003
76,Bradley,118,2003
77,Jason,117,2003
78,Jeremy,117,2003
79,Kai,113,2003
80,Ben,112,2003
81,Zac,111,2003
82,Sean,107,2003
83,Brodie,106,2003
84,Charles,106,2003
85,Elijah,106,2003
86,Timothy,106,2003
87,Rhys,105,2003
88,Toby,105,2003
89,Flynn,103,2003
90,Mason,103,2003
91,Corey,99,2003
92,Adrian,96,2003
93,Dominic,96,2003
94,Owen,96,2003
95,Robert,96,2003
96,Seth,94,2003
97,Brayden,93,2003
98,Brendan,92,2003
99,Tyson,92,2003
100,Darcy,91,2003
1,Joshua,1008,2002
2,Jack,845,2002
3,Lachlan,841,2002
4,Thomas,692,2002
5,Ethan,658,2002
6,Nicholas,626,2002
7,James,616,2002
8,Daniel,613,2002
9,Benjamin,608,2002
10,William,602,2002
11,Matthew,563,2002
12,Liam,554,2002
13,Luke,530,2002
14,Samuel,506,2002
15,Jacob,458,2002
16,Dylan,448,2002
17,Ryan,438,2002
18,Jayden,419,2002
19,Alexander,402,2002
20,Jordan,395,2002
21,Michael,357,2002
22,Nathan,350,2002
23,Riley,335,2002
24,Connor,329,2002
25,Harrison,327,2002
26,Jake,311,2002
27,Blake,299,2002
28,Mitchell,295,2002
29,Bailey,288,2002
30,Zachary,286,2002
31,Jackson,277,2002
32,Adam,275,2002
33,Cameron,273,2002
34,Noah,264,2002
35,Cooper,258,2002
36,Andrew,255,2002
37,Joseph,249,2002
38,Patrick,247,2002
39,Max,240,2002
40,Oliver,232,2002
41,Angus,228,2002
42,Anthony,226,2002
43,Joel,224,2002
44,Harry,222,2002
45,Christopher,218,2002
46,Hayden,213,2002
47,Kyle,196,2002
48,Isaac,192,2002
49,Aaron,187,2002
50,Tyler,179,2002
51,Caleb,175,2002
52,David,172,2002
53,Aidan,170,2002
54,Alex,170,2002
55,Callum,164,2002
56,Sebastian,163,2002
57,John,155,2002
58,Cody,145,2002
59,Timothy,145,2002
60,Brandon,140,2002
61,Sean,140,2002
62,Christian,139,2002
63,Jason,139,2002
64,Corey,137,2002
65,Zac,136,2002
66,Lucas,134,2002
67,Jeremy,132,2002
68,Jonathan,131,2002
69,Declan,128,2002
70,Justin,128,2002
71,Aiden,127,2002
72,Jesse,127,2002
73,George,124,2002
74,Logan,123,2002
75,Oscar,123,2002
76,Peter,123,2002
77,Marcus,120,2002
78,Bradley,118,2002
79,Brayden,116,2002
80,Henry,114,2002
81,Ali,113,2002
82,Ben,109,2002
83,Darcy,105,2002
84,Brendan,103,2002
85,Charlie,103,2002
86,Dominic,101,2002
87,Hamish,98,2002
88,Rhys,98,2002
89,Charles,97,2002
90,Edward,97,2002
91,Gabriel,96,2002
92,Sam,94,2002
93,Flynn,93,2002
94,Jamie,93,2002
95,Robert,93,2002
96,Zane,93,2002
97,Brock,91,2002
98,Kai,91,2002
99,Jai,90,2002
100,Adrian,86,2002
1,Joshua,1021,2001
2,Jack,860,2001
3,Lachlan,813,2001
4,Thomas,741,2001
5,James,686,2001
6,Daniel,646,2001
7,Matthew,623,2001
8,Nicholas,607,2001
9,William,607,2001
10,Benjamin,602,2001
11,Jacob,548,2001
12,Luke,512,2001
13,Liam,511,2001
14,Samuel,492,2001
15,Dylan,491,2001
16,Ryan,468,2001
17,Ethan,449,2001
18,Alexander,435,2001
19,Michael,435,2001
20,Nathan,418,2001
21,Jordan,412,2001
22,Mitchell,385,2001
23,Harrison,378,2001
24,Jake,356,2001
25,Jayden,327,2001
26,Connor,318,2001
27,Cameron,312,2001
28,Jackson,310,2001
29,Blake,308,2001
30,Bailey,300,2001
31,Riley,299,2001
32,Adam,295,2001
33,Andrew,289,2001
34,Patrick,281,2001
35,Zachary,278,2001
36,Christopher,276,2001
37,Anthony,261,2001
38,Joseph,260,2001
39,Noah,238,2001
40,Aaron,237,2001
41,Kyle,229,2001
42,David,227,2001
43,Oliver,226,2001
44,Joel,224,2001
45,Isaac,220,2001
46,Hayden,217,2001
47,Angus,209,2001
48,Harry,205,2001
49,Cooper,195,2001
50,Tyler,190,2001
51,Caleb,184,2001
52,Callum,181,2001
53,John,181,2001
54,Max,175,2001
55,Jesse,172,2001
56,Bradley,165,2001
57,Brandon,161,2001
58,Jeremy,159,2001
59,Justin,159,2001
60,Timothy,158,2001
61,Brendan,157,2001
62,Cody,157,2001
63,Jonathan,149,2001
64,Alex,145,2001
65,Jason,144,2001
66,Peter,142,2001
67,Christian,138,2001
68,Corey,138,2001
69,Sean,135,2001
70,Zac,133,2001
71,Declan,129,2001
72,George,124,2001
73,Logan,123,2001
74,Oscar,122,2001
75,Marcus,117,2001
76,Rhys,115,2001
77,Henry,112,2001
78,Jarrod,110,2001
79,Aidan,109,2001
80,Robert,109,2001
81,Edward,108,2001
82,Lucas,108,2001
83,Sebastian,107,2001
84,Charles,103,2001
85,Charlie,99,2001
86,Aiden,98,2001
87,Kye,97,2001
88,Ali,96,2001
89,Jai,96,2001
90,Mark,95,2001
91,Sam,95,2001
92,Reece,93,2001
93,Zane,92,2001
94,Brayden,91,2001
95,Jamie,91,2001
96,Darcy,89,2001
97,Jye,88,2001
98,Kevin,86,2001
99,Flynn,85,2001
100,Hamish,83,2001
1,Joshua,1039,2000
2,Jack,888,2000
3,Thomas,818,2000
4,Lachlan,810,2000
5,James,755,2000
6,Matthew,755,2000
7,Daniel,741,2000
8,Benjamin,640,2000
9,Nicholas,639,2000
10,William,630,2000
11,Jacob,599,2000
12,Ryan,576,2000
13,Liam,558,2000
14,Luke,546,2000
15,Samuel,546,2000
16,Dylan,495,2000
17,Michael,453,2000
18,Nathan,450,2000
19,Mitchell,438,2000
20,Alexander,425,2000
21,Ethan,414,2000
22,Jordan,410,2000
23,Jake,380,2000
24,Jayden,340,2000
25,Andrew,339,2000
26,Harrison,333,2000
27,Cameron,325,2000
28,Christopher,322,2000
29,Adam,319,2000
30,Jackson,315,2000
31,Zachary,311,2000
32,Connor,305,2000
33,Blake,304,2000
34,Kyle,301,2000
35,Bailey,278,2000
36,Riley,268,2000
37,Anthony,266,2000
38,Patrick,257,2000
39,Joseph,250,2000
40,Isaac,241,2000
41,David,234,2000
42,Joel,229,2000
43,Aaron,227,2000
44,Oliver,210,2000
45,Hayden,207,2000
46,Angus,206,2000
47,John,205,2000
48,Brandon,203,2000
49,Bradley,198,2000
50,Cooper,197,2000
51,Jesse,196,2000
52,Jason,186,2000
53,Harry,182,2000
54,Timothy,176,2000
55,Tyler,176,2000
56,Cody,170,2000
57,Justin,166,2000
58,Max,166,2000
59,Callum,160,2000
60,Caleb,155,2000
61,Jarrod,154,2000
62,Corey,152,2000
63,Brendan,146,2000
64,Peter,146,2000
65,Sean,142,2000
66,Aidan,139,2000
67,Kevin,138,2000
68,Jonathan,136,2000
69,Robert,136,2000
70,Logan,133,2000
71,Alex,132,2000
72,Rhys,131,2000
73,Christian,130,2000
74,Jeremy,130,2000
75,Lucas,129,2000
76,Noah,126,2000
77,George,120,2000
78,Oscar,117,2000
79,Henry,116,2000
80,Marcus,112,2000
81,Reece,110,2000
82,Ali,107,2000
83,Sam,107,2000
84,Steven,106,2000
85,Zac,105,2000
86,Adrian,104,2000
87,Aiden,103,2000
88,Charles,95,2000
89,Mark,95,2000
90,Brayden,92,2000
91,Bryce,92,2000
92,Charlie,92,2000
93,Edward,92,2000
94,Brock,91,2000
95,Brodie,91,2000
96,Dominic,91,2000
97,Jamie,91,2000
98,Mathew,90,2000
99,Sebastian,90,2000
100,Tristan,90,2000
1,Joshua,999,1999
2,Jack,921,1999
3,Lachlan,920,1999
4,Thomas,865,1999
5,James,809,1999
6,Matthew,778,1999
7,Daniel,771,1999
8,Nicholas,694,1999
9,William,633,1999
10,Jacob,580,1999
11,Liam,579,1999
12,Benjamin,566,1999
13,Luke,560,1999
14,Samuel,559,1999
15,Dylan,480,1999
16,Michael,466,1999
17,Ryan,450,1999
18,Nathan,445,1999
19,Jake,444,1999
20,Mitchell,441,1999
21,Jordan,440,1999
22,Alexander,418,1999
23,Andrew,358,1999
24,Harrison,355,1999
25,Christopher,343,1999
26,Jayden,338,1999
27,Kyle,323,1999
28,Adam,319,1999
29,Blake,319,1999
30,Bailey,295,1999
31,Cameron,291,1999
32,Connor,287,1999
33,Zachary,283,1999
34,Ethan,273,1999
35,Jackson,268,1999
36,Patrick,267,1999
37,Anthony,256,1999
38,David,248,1999
39,Joseph,246,1999
40,Aaron,238,1999
41,Joel,232,1999
42,Isaac,224,1999
43,Brandon,222,1999
44,Timothy,215,1999
45,John,214,1999
46,Hayden,207,1999
47,Angus,204,1999
48,Bradley,203,1999
49,Jesse,201,1999
50,Corey,194,1999
51,Jarrod,188,1999
52,Callum,183,1999
53,Jason,180,1999
54,Peter,178,1999
55,Oliver,176,1999
56,Riley,171,1999
57,Max,169,1999
58,Harry,165,1999
59,Tyler,165,1999
60,Cody,164,1999
61,Cooper,164,1999
62,Christian,163,1999
63,Justin,155,1999
64,Jonathan,152,1999
65,Jeremy,150,1999
66,Sean,150,1999
67,Brendan,149,1999
68,Aidan,147,1999
69,Kevin,141,1999
70,Caleb,138,1999
71,Mark,136,1999
72,George,135,1999
73,Rhys,126,1999
74,Tristan,126,1999
75,Alex,125,1999
76,Brodie,123,1999
77,Hamish,120,1999
78,Robert,120,1999
79,Charles,114,1999
80,Henry,114,1999
81,Lucas,110,1999
82,Brock,108,1999
83,Dominic,107,1999
84,Dean,105,1999
85,Mathew,103,1999
86,Steven,103,1999
87,Brayden,102,1999
88,Reece,99,1999
89,Jared,97,1999
90,Edward,96,1999
91,Sam,96,1999
92,Aiden,95,1999
93,Darcy,95,1999
94,Zac,95,1999
95,Scott,94,1999
96,Noah,93,1999
97,Jamie,91,1999
98,Logan,91,1999
99,Adrian,89,1999
100,Oscar,88,1999
1,Joshua,1016,1998
2,Jack,986,1998
3,Lachlan,842,1998
4,Matthew,823,1998
5,James,790,1998
6,Daniel,765,1998
7,Thomas,765,1998
8,Nicholas,679,1998
9,Benjamin,579,1998
10,William,561,1998
11,Luke,555,1998
12,Liam,547,1998
13,Jacob,537,1998
14,Michael,534,1998
15,Jordan,523,1998
16,Samuel,523,1998
17,Jake,504,1998
18,Alexander,475,1998
19,Mitchell,466,1998
20,Dylan,460,1998
21,Ryan,455,1998
22,Nathan,453,1998
23,Jayden,415,1998
24,Christopher,407,1998
25,Andrew,377,1998
26,Kyle,350,1998
27,Blake,340,1998
28,Connor,333,1998
29,Zachary,326,1998
30,Cameron,323,1998
31,Adam,321,1998
32,Ethan,297,1998
33,Patrick,291,1998
34,Harrison,276,1998
35,Brandon,265,1998
36,Aaron,262,1998
37,Anthony,258,1998
38,Jackson,251,1998
39,Joseph,250,1998
40,Bradley,249,1998
41,Hayden,247,1998
42,Jesse,247,1998
43,David,245,1998
44,Bailey,234,1998
45,Isaac,216,1998
46,Timothy,216,1998
47,Joel,212,1998
48,Jason,211,1998
49,John,202,1998
50,Angus,194,1998
51,Callum,194,1998
52,Justin,187,1998
53,Corey,186,1998
54,Sean,175,1998
55,Jarrod,174,1998
56,Brendan,168,1998
57,Harry,164,1998
58,Oliver,164,1998
59,Tyler,163,1998
60,Alex,159,1998
61,Peter,159,1998
62,Cooper,154,1998
63,Jonathan,151,1998
64,Riley,150,1998
65,Christian,148,1998
66,Caleb,143,1998
67,Cody,143,1998
68,Jeremy,140,1998
69,Robert,139,1998
70,George,136,1998
71,Mark,132,1998
72,Max,130,1998
73,Brock,127,1998
74,Aidan,123,1998
75,Charles,120,1998
76,Kevin,117,1998
77,Sam,116,1998
78,Lucas,114,1998
79,Dean,113,1998
80,Rhys,112,1998
81,Reece,111,1998
82,Zac,107,1998
83,Brodie,104,1998
84,Hamish,103,1998
85,Tristan,100,1998
86,Paul,99,1998
87,Scott,98,1998
88,Travis,96,1998
89,Steven,95,1998
90,Brayden,93,1998
91,Ben,92,1998
92,Bryce,92,1998
93,Dominic,91,1998
94,Jamie,91,1998
95,Henry,90,1998
96,Edward,88,1998
97,Tyson,88,1998
98,Adrian,86,1998
99,Mathew,86,1998
100,Noah,85,1998
1,Joshua,1296,1997
2,Daniel,880,1997
3,James,872,1997
4,Matthew,838,1997
5,Jack,828,1997
6,Thomas,752,1997
7,Lachlan,714,1997
8,Benjamin,680,1997
9,Nicholas,634,1997
10,Liam,617,1997
11,Luke,599,1997
12,Dylan,594,1997
13,Michael,580,1997
14,Jake,553,1997
15,Samuel,552,1997
16,Jacob,528,1997
17,Jordan,508,1997
